CÓDIGO;NOMBRE DEL ALIMENTO;"Energía
<ENERC>";"Energía
<ENERC>";"Agua
<WATER>";"Proteínas
<PROCNT>";"Grasa 
total
<FAT>";"Carbohidratos
totales
<CHOCDF>";"Carbohidratos
disponibles
<CHOAVL>";"Fibra dietaria
<FIBTG>";"Cenizas
<ASH>";"Calcio
<CA>";"Fósforo
<P>";"Zinc
<ZN>";"Hierro
<FE>";"β caroteno
equivalentes
totales
<CARTBQ>";"Vitamina A 
equivalentes
totales
<VITA>";"Tiamina
<THIA>";"Riboflavina
<RIBF>";"Niacina
<NIA>";"Vitamina C
<VITC>";"Ácido 
fólico";"Sodio
<NA>";"Potasio
<K>"
;;kcal;kJ;g;g;g;g;g;g;g;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;µg;mg;mg
U26;Papa, harina de;308;1289;10.9;6.4;0.4;77.1;71.2;5.9;5.2;82;199;0.54;1;-;0;0.18;0.05;3.51;8.9;-;-;-
U27;Papas deshidratadas con lejía;319;1336;14;8;0.3;73.1;-;-;4.6;48;185;-;1.7;-;-;0.22;0.05;-;1.4;-;-;-
U28;Pituca o taro;82;343;73.7;1.6;0.5;23.2;19.1;4.1;1;50;41;0.23;1.2;-;4;0.03;0.06;0.72;4.4;-;-;-
U29;Pituca, harina de;342;1430;9.7;8.1;0.3;78.6;-;-;3.3;97;141;-;7;-;0;0.2;0.08;-;1.9;-;-;-
U30;Radiche;77;323;78;1.8;0.1;18.6;-;-;1.5;104;52;-;1.4;-;3;0.03;0.09;0.38;6;-;-;-
U31;Betarraga;18;76;91.3;2;0.3;5.4;2.7;2.7;1;24;30;0.32;0.31;4;1;0.03;0.04;0.33;51.78;-;-;-
U32;Sachapapa;96;401;72.2;1.8;1.5;23.5;19.4;4.1;1;3;30;0.24;0.7;-;7;0.09;0.03;0.44;3.1;-;-;-
U33;Sachapapa blanca, bulbo;126;527;67.2;2.5;0.1;29.4;-;-;0.8;4;38;-;0.6;-;-;0.1;0.02;-;0.8;-;-;-
U34;Yuca amarilla fresca sin cáscara;147;613;59;0.6;0.2;39.1;37.3;1.8;1.1;35;62;0.24;0.4;-;1;0.03;0.04;0.66;36.3;-;-;-
U35;Yuca asada;168;702;53.7;0.6;0.3;44.4;42.6;1.8;1;29;69;0.24;0.2;-;1;0.02;0.01;0.79;22.9;-;-;-
U36;Yuca blanca fresca sin cáscara;115;480;65.8;0.7;0.5;31.8;28.3;3.5;1.3;25;52;0.63;0.19;0;0;0.05;0.41;0.98;19.08;-;-;-
U37;Yuca blanca sancochada;136;569;62;0.5;0.2;36.4;34.6;1.8;0.9;26;60;0.24;0.2;-;1;0.02;0.02;0.53;22.7;-;-;-
U38;Yuca, harina de;333;1392;17.1;0.3;0.1;82.2;82.1;0.1;0.4;155;110;0.06;1.31;-;0;0.08;0.07;1.6;13.6;-;-;-
U39;Achira blanca (rizoma, raíz);96;402;73.2;1.4;0.1;23.8;-;-;1.5;13;58;-;0.7;-;-;0.04;0.05;-;0.7;-;-;-
U40;Achira morada (rizoma, raíz);94;393;74;1.4;0.1;23.2;-;-;1.3;17;91;-;1.4;-;-;0.3;0.04;-;0.1;-;-;-
U41;Camote de Huarayoc;106;445;71;1.6;0.2;26.1;-;-;1.1;6;40;-;0.5;-;-;0.12;0.04;-;12;-;-;-
U42;Camote deshidratado;333;1391;11;3.7;0.7;82.4;-;-;2.2;120;36;-;2.9;-;-;0.23;0.23;-;0.8;-;-;-
U43;Camote deshidratado tratado con lejía;327;1369;11.5;5.3;0.8;79.6;-;-;2.8;73;118;-;1.9;-;-;0.25;0.06;-;0.5;-;-;-
U44;Cushusho (tubérculo);287;1202;15.7;16.3;0.5;61.9;-;-;5.6;209;360;-;42.5;-;-;0.28;0.3;-;0;-;-;-
U45;Dale - Dale (tubérculo);115;483;67;4.3;0.2;26.5;-;-;2;147;104;-;0.8;-;-;0.11;0.06;-;2.7;-;-;-
U46;Iguana papa (tubérculo);77;322;78;5;0.2;15.3;-;-;1.5;322;39;-;0.7;-;-;0.12;0.05;-;5.6;-;-;-
U47;Maca, harina de;328;1374;6.6;8.7;4.1;78.9;70.3;8.6;1.7;61;250;2;7.97;-;-;-;-;-;-;-;3;609
U48;Nopu - zumaca (tubérculo);143;596;59.8;7.1;0.4;31.1;-;-;1.6;48;115;-;1.1;-;-;0.13;0.05;-;0;-;-;-
U49;Oca deshidratada (ccaya);311;1300;15.3;4.3;1.1;75.4;-;-;3.9;52;171;-;9.9;-;0;0.04;0.08;0.85;2.4;-;-;-
U50;Oca sin cáscara;53;221;83;0.7;0;15.6;13.1;2.4;0.7;-;-;0.14;0.47;-;0;0.01;0.06;0.61;23.92;-;-;-
U51;Oca variedad nativa ccaya oga con cáscara;29;122;82.6;0.8;0.4;15.4;6.2;9.2;0.9;-;-;-;3.84;-;-;-;-;-;30.85;-;-;-
U52;Oca variedad nativa garwuaricra con cáscara;28;118;84.5;0.9;0.4;13.5;5.9;7.6;0.7;-;-;-;0.79;-;-;-;-;-;32.32;-;-;-
U53;Papa canchan;66;275;77.4;2.4;0.1;19.1;14.4;4.7;0.9;26;40;0.24;0.45;0;0;0.62;0.07;0.41;0;-;8;477
U54;Papa, chuño negro, harina de;322;1347;15.3;5.8;0.1;75.6;-;-;3.2;-;-;0.94;23.01;-;-;-;-;-;-;-;-;-
U55;Papa moraya, harina de;332;1390;16.5;2.3;0.1;80.6;-;-;0.5;65;168;0.59;15.63;-;0;0.23;0.05;3.51;4;-;-;-
U56;Papa negra andina;63;262;81;1.8;0.4;16.2;13.6;2.6;0.6;19;40;0.22;0.52;0;0;0.47;0.26;0.42;3.15;-;6;295
U57;Papa sin cáscara, variedad amarilis;64;269;81.7;2.1;0.1;15.4;14.4;1.1;0.8;30;38;0.26;0.79;-;0;0;0;1.2;0;-;-;-
U58;Papa sin cáscara, variedad huevo de indio;84;350;75.8;2.1;0.2;21.1;19.1;1.9;0.9;30;38;0.31;0.51;-;0;0;0;1;0;-;-;-
U59;Papa sin cáscara, variedad tumbay;86;360;75.5;2;0.1;21.5;19.8;1.7;1;30;38;0.28;0.36;0;0;0;0;1.2;0;-;-;-
U60;Papa sin cáscara, variedad única;77;320;77.8;2.3;0.2;19;17.1;1.9;0.7;30;38;0.32;0.46;-;0;0;0;0.7;0;-;-;-
U61;Papa sin cáscara, variedad Yungay;86;360;77.1;2.1;0.1;19.9;-;-;0.9;30;38;0.25;0.45;-;0;-;-;-;6.2;-;-;-
U62;Papa variedad nativa capulí con cáscara;115;483;65.7;1.2;0.3;31.5;27.1;4.3;1.3;5;-;-;1.72;-;-;-;-;-;23.7;-;-;-
U63;Papa variedad nativa caramarquina con cáscara;98;408;69.3;1.7;0.3;27.5;22.4;5;1.2;6;-;-;1.1;-;-;-;-;-;22.62;-;-;-
U64;Papa variedad nativa chimbina amarilla con cáscara;68;285;75.3;2.3;0.2;21;14.8;6.2;1.2;-;-;-;0.69;-;-;-;-;-;20.37;-;-;-
U65;Papa variedad nativa huagalina con cáscara;54;225;77.9;2.4;0.2;18.3;11.2;7.1;1.2;-;-;-;0.56;-;-;-;-;-;24.44;-;-;-
U66;Papa variedad nativa hualash con cáscara;54;224;78.6;2;0.4;17.6;11;6.6;1.4;6;-;-;0.56;-;-;-;-;-;25.08;-;-;-
U67;Papa variedad nativa huayro con cáscara;76;319;75.1;1.7;0.2;21.8;17.3;4.5;1.1;-;-;-;0.53;-;-;-;-;-;26.33;-;-;-
U68;Papa variedad nativa huevo de toro con cáscara;72;301;73.8;2.4;0.3;22.4;15.6;6.8;1.1;-;-;-;0.66;-;-;-;-;-;18.94;-;-;-
U69;Papa variedad nativa limeña con cáscara;68;286;75.2;2.5;0.3;20.9;14.6;6.3;1.2;-;-;-;0.53;-;-;-;-;-;19.47;-;-;-
U70;Papa variedad nativa maga blanca con cáscara;65;271;76.8;3;0.3;18.9;13.5;5.4;1.1;-;-;-;0.42;-;-;-;-;-;22.98;-;-;-
U71;Papa variedad nativa peruanita con cáscara;78;327;74.1;2;0.3;22.4;17.3;5.1;1.2;-;-;-;0.38;-;-;-;-;-;17.74;-;-;-
U72;Papa variedad nativa puca pampamachay con cáscara;81;339;71.9;2;0.2;24.8;18.3;6.4;1.1;6;-;-;1.28;-;-;-;-;-;22.1;-;-;-
U73;Papa variedad nativa puca pishgosh con cáscara;99;416;68.8;1.9;0.5;27.5;22.4;5;1.5;11;-;-;1.01;-;-;-;-;-;22.11;-;-;-
U74;Papa variedad nativa quinuapa tulum con cáscara;70;293;74.3;1.9;0.5;21.8;15.1;6.7;1.6;7;-;-;0.95;-;-;-;-;-;26.64;-;-;-
U75;Papa variedad nativa sapa negra con cáscara;72;301;73.7;2.2;0.3;22.6;15.7;6.9;1.2;-;-;-;0.74;-;-;-;-;-;30.22;-;-;-
U76;Papa variedad nativa yana shaque con cáscara;108;450;67.6;1.8;0.4;29.1;24.7;4.5;1.1;6;-;-;0.86;-;-;-;-;-;24.02;-;-;-
U77;Quillu uncucha (tubérculo);146;610;59;4.5;0.2;34.3;-;-;2;54;224;-;2;-;-;0.21;0.05;-;4;-;-;-
U78;Sachapapa, bulbo aéreo;138;577;64.6;2.3;0.3;32;-;-;0.8;11;84;-;0.7;-;-;0.08;0.04;-;3.5;-;-;-
U79;Tallapaqui culli (tubérculo);72;302;79.5;2;0.2;16.9;-;-;1.4;31;45;-;1.8;-;-;0.03;0.04;-;0.5;-;-;-
U80;Tallapaqui yurak (tubérculo);88;367;75.6;2;0.1;21.2;-;-;1.1;23;44;-;1.2;-;-;0.11;0.06;-;0.8;-;-;-
U81;Yuca de moja;160;670;57;1.5;0.2;40.2;-;-;1.1;26;46;-;0.8;-;-;0.03;0.04;-;5.6;-;-;-
